"","collectioncode","animal_id","scientificname","common_name_e","datelastmodified","detectedby","glatos_array","station","receiver_sn","bottom_depth","receiver_depth","transmitter_id","transmitter_codespace","sensorname","sensorraw","sensortype","sensorvalue","sensorunit","detection_timestamp_utc","timezone","deploy_long","deploy_lat","st_setsrid_4326","yearcollected","monthcollected","daycollected","julianday","timeofday","datereleasedtagger","datereleasedpublic","local_area","notes","citation","unqdetecid"
"434","NSBS","NSBS-Hey Jude","Prionace glauca","blue shark","2014-12-18","HFX","HFX","HFX049","336",166,161,"A69-9001-24406","A69-9001",NA,NA,"pinger",NA,NA,2014-08-31 04:32:07,"UTC",-63.2246,44.20203,"0101000020E61000003F575BB1BF9C4FC0CB67791EDC194640",2014,8,31,243,4.53527777777778,NA,NA,"HALIFAX",NA,"Hebert, D., Barthelotte, J., O'Dor, R., Stokesbury, M., Branton, R. 2009. Ocean Tracking Network Halifax Canada Line Metadata and Data Set.","HFX-A69-9001-24406-180500"
"435","NSBS","NSBS-Hey Jude","Prionace glauca","blue shark","2014-12-18","HFX","HFX","HFX048","250242",165,165,"A69-9001-24406","A69-9001",NA,NA,"pinger",NA,NA,2014-08-31 04:33:21,"UTC",-63.23135,44.20696,"0101000020E6100000FDF675E09C9D4FC043CA4FAA7D1A4640",2014,8,31,243,4.55583333333333,NA,NA,"HALIFAX",NA,"Hebert, D., Barthelotte, J., O'Dor, R., Stokesbury, M., Branton, R. 2009. Ocean Tracking Network Halifax Canada Line Metadata and Data Set.","HFX-A69-9001-24406-204896"
"436","NSBS","NSBS-Hey Jude","Prionace glauca","blue shark","2014-12-18","HFX","HFX","HFX049","336",166,161,"A69-9001-24406","A69-9001",NA,NA,"pinger",NA,NA,2014-08-31 04:34:11,"UTC",-63.2246,44.20203,"0101000020E61000003F575BB1BF9C4FC0CB67791EDC194640",2014,8,31,243,4.56972222222222,NA,NA,"HALIFAX",NA,"Hebert, D., Barthelotte, J., O'Dor, R., Stokesbury, M., Branton, R. 2009. Ocean Tracking Network Halifax Canada Line Metadata and Data Set.","HFX-A69-9001-24406-180501"
"437","NSBS","NSBS-Hey Jude","Prionace glauca","blue shark","2014-12-18","HFX","HFX","HFX048","250242",165,165,"A69-9001-24406","A69-9001",NA,NA,"pinger",NA,NA,2014-08-31 04:35:20,"UTC",-63.23135,44.20696,"0101000020E6100000FDF675E09C9D4FC043CA4FAA7D1A4640",2014,8,31,243,4.58888888888889,NA,NA,"HALIFAX",NA,"Hebert, D., Barthelotte, J., O'Dor, R., Stokesbury, M., Branton, R. 2009. Ocean Tracking Network Halifax Canada Line Metadata and Data Set.","HFX-A69-9001-24406-204897"
"438","NSBS","NSBS-Hey Jude","Prionace glauca","blue shark","2014-12-18","HFX","HFX","HFX049","336",166,161,"A69-9001-24406","A69-9001",NA,NA,"pinger",NA,NA,2014-08-31 04:36:15,"UTC",-63.2246,44.20203,"0101000020E61000003F575BB1BF9C4FC0CB67791EDC194640",2014,8,31,243,4.60416666666667,NA,NA,"HALIFAX",NA,"Hebert, D., Barthelotte, J., O'Dor, R., Stokesbury, M., Branton, R. 2009. Ocean Tracking Network Halifax Canada Line Metadata and Data Set.","HFX-A69-9001-24406-180502"
"439","NSBS","NSBS-Hey Jude","Prionace glauca","blue shark","2014-12-18","HFX","HFX","HFX049","336",166,161,"A69-9001-24406","A69-9001",NA,NA,"pinger",NA,NA,2014-08-31 04:38:17,"UTC",-63.2246,44.20203,"0101000020E61000003F575BB1BF9C4FC0CB67791EDC194640",2014,8,31,243,4.63805555555555,NA,NA,"HALIFAX",NA,"Hebert, D., Barthelotte, J., O'Dor, R., Stokesbury, M., Branton, R. 2009. Ocean Tracking Network Halifax Canada Line Metadata and Data Set.","HFX-A69-9001-24406-180503"
"440","NSBS","NSBS-Hooker","Prionace glauca","blue shark","2014-12-18","HFX","HFX","HFX047","146",151,146,"A69-9001-24395","A69-9001",NA,NA,"pinger",NA,NA,2014-08-31 06:31:00,"UTC",-63.23715,44.2133,"0101000020E61000008A1F63EE5A9E4FC04F1E166A4D1B4640",2014,8,31,243,6.51666666666667,NA,NA,"HALIFAX",NA,"Hebert, D., Barthelotte, J., O'Dor, R., Stokesbury, M., Branton, R. 2009. Ocean Tracking Network Halifax Canada Line Metadata and Data Set.","HFX-A69-9001-24395-180504"
"441","NSBS","NSBS-Hooker","Prionace glauca","blue shark","2014-12-18","HFX","HFX","HFX047","146",151,146,"A69-9001-24395","A69-9001",NA,NA,"pinger",NA,NA,2014-08-31 06:36:24,"UTC",-63.23715,44.2133,"0101000020E61000008A1F63EE5A9E4FC04F1E166A4D1B4640",2014,8,31,243,6.60666666666667,NA,NA,"HALIFAX",NA,"Hebert, D., Barthelotte, J., O'Dor, R., Stokesbury, M., Branton, R. 2009. Ocean Tracking Network Halifax Canada Line Metadata and Data Set.","HFX-A69-9001-24395-180505"
"442","NSBS","NSBS-Hooker","Prionace glauca","blue shark","2014-12-18","HFX","HFX","HFX047","146",151,146,"A69-9001-24395","A69-9001",NA,NA,"pinger",NA,NA,2014-08-31 06:40:28,"UTC",-63.23715,44.2133,"0101000020E61000008A1F63EE5A9E4FC04F1E166A4D1B4640",2014,8,31,243,6.67444444444445,NA,NA,"HALIFAX",NA,"Hebert, D., Barthelotte, J., O'Dor, R., Stokesbury, M., Branton, R. 2009. Ocean Tracking Network Halifax Canada Line Metadata and Data Set.","HFX-A69-9001-24395-180506"
"443","NSBS","NSBS-Hooker","Prionace glauca","blue shark","2014-12-18","HFX","HFX","HFX047","146",151,146,"A69-9001-24395","A69-9001",NA,NA,"pinger",NA,NA,2014-08-31 06:42:25,"UTC",-63.23715,44.2133,"0101000020E61000008A1F63EE5A9E4FC04F1E166A4D1B4640",2014,8,31,243,6.70694444444444,NA,NA,"HALIFAX",NA,"Hebert, D., Barthelotte, J., O'Dor, R., Stokesbury, M., Branton, R. 2009. Ocean Tracking Network Halifax Canada Line Metadata and Data Set.","HFX-A69-9001-24395-180507"
"444","NSBS","NSBS-Hooker","Prionace glauca","blue shark","2014-12-18","HFX","HFX","HFX047","146",151,146,"A69-9001-24395","A69-9001",NA,NA,"pinger",NA,NA,2014-08-31 06:44:14,"UTC",-63.23715,44.2133,"0101000020E61000008A1F63EE5A9E4FC04F1E166A4D1B4640",2014,8,31,243,6.73722222222222,NA,NA,"HALIFAX",NA,"Hebert, D., Barthelotte, J., O'Dor, R., Stokesbury, M., Branton, R. 2009. Ocean Tracking Network Halifax Canada Line Metadata and Data Set.","HFX-A69-9001-24395-180508"
"445","NSBS","NSBS-Hooker","Prionace glauca","blue shark","2014-12-18","HFX","HFX","HFX047","146",151,146,"A69-9001-24395","A69-9001",NA,NA,"pinger",NA,NA,2014-08-31 06:46:16,"UTC",-63.23715,44.2133,"0101000020E61000008A1F63EE5A9E4FC04F1E166A4D1B4640",2014,8,31,243,6.77111111111111,NA,NA,"HALIFAX",NA,"Hebert, D., Barthelotte, J., O'Dor, R., Stokesbury, M., Branton, R. 2009. Ocean Tracking Network Halifax Canada Line Metadata and Data Set.","HFX-A69-9001-24395-180509"
"446","NSBS","NSBS-Hooker","Prionace glauca","blue shark","2014-12-18","HFX","HFX","HFX047","146",151,146,"A69-9001-24395","A69-9001",NA,NA,"pinger",NA,NA,2014-08-31 06:50:07,"UTC",-63.23715,44.2133,"0101000020E61000008A1F63EE5A9E4FC04F1E166A4D1B4640",2014,8,31,243,6.83527777777778,NA,NA,"HALIFAX",NA,"Hebert, D., Barthelotte, J., O'Dor, R., Stokesbury, M., Branton, R. 2009. Ocean Tracking Network Halifax Canada Line Metadata and Data Set.","HFX-A69-9001-24395-180510"
"447","NSBS","NSBS-Hooker","Prionace glauca","blue shark","2014-12-18","HFX","HFX","HFX047","146",151,146,"A69-9001-24395","A69-9001",NA,NA,"pinger",NA,NA,2014-08-31 06:51:48,"UTC",-63.23715,44.2133,"0101000020E61000008A1F63EE5A9E4FC04F1E166A4D1B4640",2014,8,31,243,6.86333333333333,NA,NA,"HALIFAX",NA,"Hebert, D., Barthelotte, J., O'Dor, R., Stokesbury, M., Branton, R. 2009. Ocean Tracking Network Halifax Canada Line Metadata and Data Set.","HFX-A69-9001-24395-180511"
"448","NSBS","NSBS-Lucy-14","Prionace glauca","blue shark","2014-12-18","HFX","HFX","HFX043","307",170,165,"A69-9001-24398","A69-9001",NA,NA,"pinger",NA,NA,2014-08-31 07:12:07,"UTC",-63.26195,44.23626,"0101000020E6100000F697DD9387A14FC02EAD86C43D1E4640",2014,8,31,243,7.20194444444444,NA,NA,"HALIFAX",NA,"Hebert, D., Barthelotte, J., O'Dor, R., Stokesbury, M., Branton, R. 2009. Ocean Tracking Network Halifax Canada Line Metadata and Data Set.","HFX-A69-9001-24398-180512"
"449","NSBS","NSBS-Lucy-14","Prionace glauca","blue shark","2014-12-18","HFX","HFX","HFX043","307",170,165,"A69-9001-24398","A69-9001",NA,NA,"pinger",NA,NA,2014-08-31 07:27:40,"UTC",-63.26195,44.23626,"0101000020E6100000F697DD9387A14FC02EAD86C43D1E4640",2014,8,31,243,7.46111111111111,NA,NA,"HALIFAX",NA,"Hebert, D., Barthelotte, J., O'Dor, R., Stokesbury, M., Branton, R. 2009. Ocean Tracking Network Halifax Canada Line Metadata and Data Set.","HFX-A69-9001-24398-180513"
"450","NSBS","NSBS-Lucy-14","Prionace glauca","blue shark","2014-12-18","HFX","HFX","HFX043","307",170,165,"A69-9001-24398","A69-9001",NA,NA,"pinger",NA,NA,2014-08-31 07:29:29,"UTC",-63.26195,44.23626,"0101000020E6100000F697DD9387A14FC02EAD86C43D1E4640",2014,8,31,243,7.49138888888889,NA,NA,"HALIFAX",NA,"Hebert, D., Barthelotte, J., O'Dor, R., Stokesbury, M., Branton, R. 2009. Ocean Tracking Network Halifax Canada Line Metadata and Data Set.","HFX-A69-9001-24398-180514"
"451","NSBS","NSBS-Lucy-14","Prionace glauca","blue shark","2014-12-18","HFX","HFX","HFX043","307",170,165,"A69-9001-24398","A69-9001",NA,NA,"pinger",NA,NA,2014-08-31 07:31:32,"UTC",-63.26195,44.23626,"0101000020E6100000F697DD9387A14FC02EAD86C43D1E4640",2014,8,31,243,7.52555555555556,NA,NA,"HALIFAX",NA,"Hebert, D., Barthelotte, J., O'Dor, R., Stokesbury, M., Branton, R. 2009. Ocean Tracking Network Halifax Canada Line Metadata and Data Set.","HFX-A69-9001-24398-180515"
"452","NSBS","NSBS-Lucy-14","Prionace glauca","blue shark","2014-12-18","HFX","HFX","HFX043","307",170,165,"A69-9001-24398","A69-9001",NA,NA,"pinger",NA,NA,2014-08-31 07:33:34,"UTC",-63.26195,44.23626,"0101000020E6100000F697DD9387A14FC02EAD86C43D1E4640",2014,8,31,243,7.55944444444444,NA,NA,"HALIFAX",NA,"Hebert, D., Barthelotte, J., O'Dor, R., Stokesbury, M., Branton, R. 2009. Ocean Tracking Network Halifax Canada Line Metadata and Data Set.","HFX-A69-9001-24398-180516"
"453","NSBS","NSBS-Lucy-14","Prionace glauca","blue shark","2014-12-18","HFX","HFX","HFX043","307",170,165,"A69-9001-24398","A69-9001",NA,NA,"pinger",NA,NA,2014-08-31 07:35:31,"UTC",-63.26195,44.23626,"0101000020E6100000F697DD9387A14FC02EAD86C43D1E4640",2014,8,31,243,7.59194444444444,NA,NA,"HALIFAX",NA,"Hebert, D., Barthelotte, J., O'Dor, R., Stokesbury, M., Branton, R. 2009. Ocean Tracking Network Halifax Canada Line Metadata and Data Set.","HFX-A69-9001-24398-180517"
"454","NSBS","NSBS-Lucy-14","Prionace glauca","blue shark","2014-12-18","HFX","HFX","HFX043","307",170,165,"A69-9001-24398","A69-9001",NA,NA,"pinger",NA,NA,2014-08-31 07:37:20,"UTC",-63.26195,44.23626,"0101000020E6100000F697DD9387A14FC02EAD86C43D1E4640",2014,8,31,243,7.62222222222222,NA,NA,"HALIFAX",NA,"Hebert, D., Barthelotte, J., O'Dor, R., Stokesbury, M., Branton, R. 2009. Ocean Tracking Network Halifax Canada Line Metadata and Data Set.","HFX-A69-9001-24398-180518"
"455","NSBS","NSBS-Hey Jude","Prionace glauca","blue shark","2014-12-18","HFX","HFX","HFX055","352",164,159,"A69-9001-24406","A69-9001",NA,NA,"pinger",NA,NA,2014-08-31 07:38:02,"UTC",-63.18762,44.16814,"0101000020E6100000AB09A2EE03984FC021938C9C85154640",2014,8,31,243,7.63388888888889,NA,NA,"HALIFAX",NA,"Hebert, D., Barthelotte, J., O'Dor, R., Stokesbury, M., Branton, R. 2009. Ocean Tracking Network Halifax Canada Line Metadata and Data Set.","HFX-A69-9001-24406-180519"
"456","NSBS","NSBS-Lucy-14","Prionace glauca","blue shark","2014-12-18","HFX","HFX","HFX043","307",170,165,"A69-9001-24398","A69-9001",NA,NA,"pinger",NA,NA,2014-08-31 07:39:24,"UTC",-63.26195,44.23626,"0101000020E6100000F697DD9387A14FC02EAD86C43D1E4640",2014,8,31,243,7.65666666666667,NA,NA,"HALIFAX",NA,"Hebert, D., Barthelotte, J., O'Dor, R., Stokesbury, M., Branton, R. 2009. Ocean Tracking Network Halifax Canada Line Metadata and Data Set.","HFX-A69-9001-24398-180520"
"457","NSBS","NSBS-Lucy-14","Prionace glauca","blue shark","2014-12-18","HFX","HFX","HFX043","307",170,165,"A69-9001-24398","A69-9001",NA,NA,"pinger",NA,NA,2014-08-31 07:41:24,"UTC",-63.26195,44.23626,"0101000020E6100000F697DD9387A14FC02EAD86C43D1E4640",2014,8,31,243,7.69,NA,NA,"HALIFAX",NA,"Hebert, D., Barthelotte, J., O'Dor, R., Stokesbury, M., Branton, R. 2009. Ocean Tracking Network Halifax Canada Line Metadata and Data Set.","HFX-A69-9001-24398-180521"
"458","NSBS","NSBS-Hey Jude","Prionace glauca","blue shark","2014-12-18","HFX","HFX","HFX055","352",164,159,"A69-9001-24406","A69-9001",NA,NA,"pinger",NA,NA,2014-08-31 07:41:48,"UTC",-63.18762,44.16814,"0101000020E6100000AB09A2EE03984FC021938C9C85154640",2014,8,31,243,7.69666666666667,NA,NA,"HALIFAX",NA,"Hebert, D., Barthelotte, J., O'Dor, R., Stokesbury, M., Branton, R. 2009. Ocean Tracking Network Halifax Canada Line Metadata and Data Set.","HFX-A69-9001-24406-180522"
"459","NSBS","NSBS-Lucy-14","Prionace glauca","blue shark","2014-12-18","HFX","HFX","HFX043","307",170,165,"A69-9001-24398","A69-9001",NA,NA,"pinger",NA,NA,2014-08-31 07:43:20,"UTC",-63.26195,44.23626,"0101000020E6100000F697DD9387A14FC02EAD86C43D1E4640",2014,8,31,243,7.72222222222222,NA,NA,"HALIFAX",NA,"Hebert, D., Barthelotte, J., O'Dor, R., Stokesbury, M., Branton, R. 2009. Ocean Tracking Network Halifax Canada Line Metadata and Data Set.","HFX-A69-9001-24398-180523"
"460","NSBS","NSBS-Hey Jude","Prionace glauca","blue shark","2014-12-18","HFX","HFX","HFX055","352",164,159,"A69-9001-24406","A69-9001",NA,NA,"pinger",NA,NA,2014-08-31 07:43:49,"UTC",-63.18762,44.16814,"0101000020E6100000AB09A2EE03984FC021938C9C85154640",2014,8,31,243,7.73027777777778,NA,NA,"HALIFAX",NA,"Hebert, D., Barthelotte, J., O'Dor, R., Stokesbury, M., Branton, R. 2009. Ocean Tracking Network Halifax Canada Line Metadata and Data Set.","HFX-A69-9001-24406-180524"
"461","NSBS","NSBS-Hey Jude","Prionace glauca","blue shark","2014-12-18","HFX","HFX","HFX054","384",165,160,"A69-9001-24406","A69-9001",NA,NA,"pinger",NA,NA,2014-08-31 07:44:10,"UTC",-63.19376,44.17387,"0101000020E6100000F0A2AF20CD984FC0B5E0455F41164640",2014,8,31,243,7.73611111111111,NA,NA,"HALIFAX",NA,"Hebert, D., Barthelotte, J., O'Dor, R., Stokesbury, M., Branton, R. 2009. Ocean Tracking Network Halifax Canada Line Metadata and Data Set.","HFX-A69-9001-24406-180525"
"462","NSBS","NSBS-Xena","Prionace glauca","blue shark","2014-12-18","HFX","HFX","HFX035","321",NA,NA,"A69-9001-26658","A69-9001",NA,NA,"pinger",NA,NA,2014-08-31 07:44:33,"UTC",-63.3131,44.28173,"0101000020E610000055302AA913A84FC0AB2688BA0F244640",2014,8,31,243,7.7425,NA,NA,"HALIFAX",NA,"Hebert, D., Barthelotte, J., O'Dor, R., Stokesbury, M., Branton, R. 2009. Ocean Tracking Network Halifax Canada Line Metadata and Data Set.","HFX-A69-9001-26658-180526"
"463","NSBS","NSBS-Lucy-14","Prionace glauca","blue shark","2014-12-18","HFX","HFX","HFX043","307",170,165,"A69-9001-24398","A69-9001",NA,NA,"pinger",NA,NA,2014-08-31 07:45:07,"UTC",-63.26195,44.23626,"0101000020E6100000F697DD9387A14FC02EAD86C43D1E4640",2014,8,31,243,7.75194444444444,NA,NA,"HALIFAX",NA,"Hebert, D., Barthelotte, J., O'Dor, R., Stokesbury, M., Branton, R. 2009. Ocean Tracking Network Halifax Canada Line Metadata and Data Set.","HFX-A69-9001-24398-180527"
"464","NSBS","NSBS-Hey Jude","Prionace glauca","blue shark","2014-12-18","HFX","HFX","HFX055","352",164,159,"A69-9001-24406","A69-9001",NA,NA,"pinger",NA,NA,2014-08-31 07:45:45,"UTC",-63.18762,44.16814,"0101000020E6100000AB09A2EE03984FC021938C9C85154640",2014,8,31,243,7.7625,NA,NA,"HALIFAX",NA,"Hebert, D., Barthelotte, J., O'Dor, R., Stokesbury, M., Branton, R. 2009. Ocean Tracking Network Halifax Canada Line Metadata and Data Set.","HFX-A69-9001-24406-180528"
"465","NSBS","NSBS-Hey Jude","Prionace glauca","blue shark","2014-12-18","HFX","HFX","HFX055","352",164,159,"A69-9001-24406","A69-9001",NA,NA,"pinger",NA,NA,2014-08-31 07:47:33,"UTC",-63.18762,44.16814,"0101000020E6100000AB09A2EE03984FC021938C9C85154640",2014,8,31,243,7.7925,NA,NA,"HALIFAX",NA,"Hebert, D., Barthelotte, J., O'Dor, R., Stokesbury, M., Branton, R. 2009. Ocean Tracking Network Halifax Canada Line Metadata and Data Set.","HFX-A69-9001-24406-180529"
"466","NSBS","NSBS-Xena","Prionace glauca","blue shark","2014-12-18","HFX","HFX","HFX034","159",170,165,"A69-9001-26658","A69-9001",NA,NA,"pinger",NA,NA,2014-08-31 07:48:12,"UTC",-63.31992,44.28729,"0101000020E61000000DAB7823F3A84FC0E23B31EBC5244640",2014,8,31,243,7.80333333333333,NA,NA,"HALIFAX",NA,"Hebert, D., Barthelotte, J., O'Dor, R., Stokesbury, M., Branton, R. 2009. Ocean Tracking Network Halifax Canada Line Metadata and Data Set.","HFX-A69-9001-26658-180530"
"467","NSBS","NSBS-Xena","Prionace glauca","blue shark","2014-12-18","HFX","HFX","HFX034","159",170,165,"A69-9001-26658","A69-9001",NA,NA,"pinger",NA,NA,2014-08-31 07:49:52,"UTC",-63.31992,44.28729,"0101000020E61000000DAB7823F3A84FC0E23B31EBC5244640",2014,8,31,243,7.83111111111111,NA,NA,"HALIFAX",NA,"Hebert, D., Barthelotte, J., O'Dor, R., Stokesbury, M., Branton, R. 2009. Ocean Tracking Network Halifax Canada Line Metadata and Data Set.","HFX-A69-9001-26658-180531"
"468","NSBS","NSBS-Hey Jude","Prionace glauca","blue shark","2014-12-18","HFX","HFX","HFX054","384",165,160,"A69-9001-24406","A69-9001",NA,NA,"pinger",NA,NA,2014-08-31 07:49:58,"UTC",-63.19376,44.17387,"0101000020E6100000F0A2AF20CD984FC0B5E0455F41164640",2014,8,31,243,7.83277777777778,NA,NA,"HALIFAX",NA,"Hebert, D., Barthelotte, J., O'Dor, R., Stokesbury, M., Branton, R. 2009. Ocean Tracking Network Halifax Canada Line Metadata and Data Set.","HFX-A69-9001-24406-180532"
"469","NSBS","NSBS-Xena","Prionace glauca","blue shark","2014-12-18","HFX","HFX","HFX033","300",163,155,"A69-9001-26658","A69-9001",NA,NA,"pinger",NA,NA,2014-08-31 07:50:29,"UTC",-63.32598,44.29311,"0101000020E610000036936FB6B9A94FC0B610E4A084254640",2014,8,31,243,7.84138888888889,NA,NA,"HALIFAX",NA,"Hebert, D., Barthelotte, J., O'Dor, R., Stokesbury, M., Branton, R. 2009. Ocean Tracking Network Halifax Canada Line Metadata and Data Set.","HFX-A69-9001-26658-202313"
"470","NSBS","NSBS-Hey Jude","Prionace glauca","blue shark","2014-12-18","HFX","HFX","HFX055","352",164,159,"A69-9001-24406","A69-9001",NA,NA,"pinger",NA,NA,2014-08-31 07:51:33,"UTC",-63.18762,44.16814,"0101000020E6100000AB09A2EE03984FC021938C9C85154640",2014,8,31,243,7.85916666666667,NA,NA,"HALIFAX",NA,"Hebert, D., Barthelotte, J., O'Dor, R., Stokesbury, M., Branton, R. 2009. Ocean Tracking Network Halifax Canada Line Metadata and Data Set.","HFX-A69-9001-24406-180533"
"471","NSBS","NSBS-Xena","Prionace glauca","blue shark","2014-12-18","HFX","HFX","HFX034","159",170,165,"A69-9001-26658","A69-9001",NA,NA,"pinger",NA,NA,2014-08-31 07:51:38,"UTC",-63.31992,44.28729,"0101000020E61000000DAB7823F3A84FC0E23B31EBC5244640",2014,8,31,243,7.86055555555556,NA,NA,"HALIFAX",NA,"Hebert, D., Barthelotte, J., O'Dor, R., Stokesbury, M., Branton, R. 2009. Ocean Tracking Network Halifax Canada Line Metadata and Data Set.","HFX-A69-9001-26658-180534"
"472","NSBS","NSBS-Lucy-14","Prionace glauca","blue shark","2014-12-18","HFX","HFX","HFX043","307",170,165,"A69-9001-24398","A69-9001",NA,NA,"pinger",NA,NA,2014-08-31 07:53:06,"UTC",-63.26195,44.23626,"0101000020E6100000F697DD9387A14FC02EAD86C43D1E4640",2014,8,31,243,7.885,NA,NA,"HALIFAX",NA,"Hebert, D., Barthelotte, J., O'Dor, R., Stokesbury, M., Branton, R. 2009. Ocean Tracking Network Halifax Canada Line Metadata and Data Set.","HFX-A69-9001-24398-180535"
"473","NSBS","NSBS-Hey Jude","Prionace glauca","blue shark","2014-12-18","HFX","HFX","HFX055","352",164,159,"A69-9001-24406","A69-9001",NA,NA,"pinger",NA,NA,2014-08-31 07:53:25,"UTC",-63.18762,44.16814,"0101000020E6100000AB09A2EE03984FC021938C9C85154640",2014,8,31,243,7.89027777777778,NA,NA,"HALIFAX",NA,"Hebert, D., Barthelotte, J., O'Dor, R., Stokesbury, M., Branton, R. 2009. Ocean Tracking Network Halifax Canada Line Metadata and Data Set.","HFX-A69-9001-24406-180536"
"474","NSBS","NSBS-Xena","Prionace glauca","blue shark","2014-12-18","HFX","HFX","HFX034","159",170,165,"A69-9001-26658","A69-9001",NA,NA,"pinger",NA,NA,2014-08-31 07:53:35,"UTC",-63.31992,44.28729,"0101000020E61000000DAB7823F3A84FC0E23B31EBC5244640",2014,8,31,243,7.89305555555555,NA,NA,"HALIFAX",NA,"Hebert, D., Barthelotte, J., O'Dor, R., Stokesbury, M., Branton, R. 2009. Ocean Tracking Network Halifax Canada Line Metadata and Data Set.","HFX-A69-9001-26658-180537"
"475","NSBS","NSBS-Hey Jude","Prionace glauca","blue shark","2014-12-18","HFX","HFX","HFX055","352",164,159,"A69-9001-24406","A69-9001",NA,NA,"pinger",NA,NA,2014-08-31 07:55:02,"UTC",-63.18762,44.16814,"0101000020E6100000AB09A2EE03984FC021938C9C85154640",2014,8,31,243,7.91722222222222,NA,NA,"HALIFAX",NA,"Hebert, D., Barthelotte, J., O'Dor, R., Stokesbury, M., Branton, R. 2009. Ocean Tracking Network Halifax Canada Line Metadata and Data Set.","HFX-A69-9001-24406-180538"
"476","NSBS","NSBS-Hey Jude","Prionace glauca","blue shark","2014-12-18","HFX","HFX","HFX054","384",165,160,"A69-9001-24406","A69-9001",NA,NA,"pinger",NA,NA,2014-08-31 07:55:06,"UTC",-63.19376,44.17387,"0101000020E6100000F0A2AF20CD984FC0B5E0455F41164640",2014,8,31,243,7.91833333333333,NA,NA,"HALIFAX",NA,"Hebert, D., Barthelotte, J., O'Dor, R., Stokesbury, M., Branton, R. 2009. Ocean Tracking Network Halifax Canada Line Metadata and Data Set.","HFX-A69-9001-24406-180539"
"477","NSBS","NSBS-Xena","Prionace glauca","blue shark","2014-12-18","HFX","HFX","HFX034","159",170,165,"A69-9001-26658","A69-9001",NA,NA,"pinger",NA,NA,2014-08-31 07:55:23,"UTC",-63.31992,44.28729,"0101000020E61000000DAB7823F3A84FC0E23B31EBC5244640",2014,8,31,243,7.92305555555556,NA,NA,"HALIFAX",NA,"Hebert, D., Barthelotte, J., O'Dor, R., Stokesbury, M., Branton, R. 2009. Ocean Tracking Network Halifax Canada Line Metadata and Data Set.","HFX-A69-9001-26658-180540"
"478","NSBS","NSBS-Hey Jude","Prionace glauca","blue shark","2014-12-18","HFX","HFX","HFX055","352",164,159,"A69-9001-24406","A69-9001",NA,NA,"pinger",NA,NA,2014-08-31 07:56:42,"UTC",-63.18762,44.16814,"0101000020E6100000AB09A2EE03984FC021938C9C85154640",2014,8,31,243,7.945,NA,NA,"HALIFAX",NA,"Hebert, D., Barthelotte, J., O'Dor, R., Stokesbury, M., Branton, R. 2009. Ocean Tracking Network Halifax Canada Line Metadata and Data Set.","HFX-A69-9001-24406-180541"
"479","NSBS","NSBS-Hey Jude","Prionace glauca","blue shark","2014-12-18","HFX","HFX","HFX054","384",165,160,"A69-9001-24406","A69-9001",NA,NA,"pinger",NA,NA,2014-08-31 07:56:49,"UTC",-63.19376,44.17387,"0101000020E6100000F0A2AF20CD984FC0B5E0455F41164640",2014,8,31,243,7.94694444444445,NA,NA,"HALIFAX",NA,"Hebert, D., Barthelotte, J., O'Dor, R., Stokesbury, M., Branton, R. 2009. Ocean Tracking Network Halifax Canada Line Metadata and Data Set.","HFX-A69-9001-24406-180542"
"480","NSBS","NSBS-Xena","Prionace glauca","blue shark","2014-12-18","HFX","HFX","HFX034","159",170,165,"A69-9001-26658","A69-9001",NA,NA,"pinger",NA,NA,2014-08-31 07:57:25,"UTC",-63.31992,44.28729,"0101000020E61000000DAB7823F3A84FC0E23B31EBC5244640",2014,8,31,243,7.95694444444444,NA,NA,"HALIFAX",NA,"Hebert, D., Barthelotte, J., O'Dor, R., Stokesbury, M., Branton, R. 2009. Ocean Tracking Network Halifax Canada Line Metadata and Data Set.","HFX-A69-9001-26658-180543"
"481","NSBS","NSBS-Hey Jude","Prionace glauca","blue shark","2014-12-18","HFX","HFX","HFX055","352",164,159,"A69-9001-24406","A69-9001",NA,NA,"pinger",NA,NA,2014-08-31 07:58:25,"UTC",-63.18762,44.16814,"0101000020E6100000AB09A2EE03984FC021938C9C85154640",2014,8,31,243,7.97361111111111,NA,NA,"HALIFAX",NA,"Hebert, D., Barthelotte, J., O'Dor, R., Stokesbury, M., Branton, R. 2009. Ocean Tracking Network Halifax Canada Line Metadata and Data Set.","HFX-A69-9001-24406-180544"
"482","NSBS","NSBS-Hey Jude","Prionace glauca","blue shark","2014-12-18","HFX","HFX","HFX054","384",165,160,"A69-9001-24406","A69-9001",NA,NA,"pinger",NA,NA,2014-08-31 07:58:40,"UTC",-63.19376,44.17387,"0101000020E6100000F0A2AF20CD984FC0B5E0455F41164640",2014,8,31,243,7.97777777777778,NA,NA,"HALIFAX",NA,"Hebert, D., Barthelotte, J., O'Dor, R., Stokesbury, M., Branton, R. 2009. Ocean Tracking Network Halifax Canada Line Metadata and Data Set.","HFX-A69-9001-24406-180545"
