"","hour","ID","lat","lon","Det","Diel","tidemeters","tidestate","benthos","rugosity","habitat","depth"
"8100","2018-06-29 18","BTT40",24.558451,-81.86009796,0,"Day",0.217298,"outgoing","seagrass",2,"basin",2.22504
"8101","2018-06-29 19","BTT40",24.558451,-81.86009796,0,"Day",0.104099,"outgoing","seagrass",2,"basin",2.22504
"8102","2018-06-29 20","BTT40",24.558451,-81.86009796,0,"Day",0.009165,"outgoing","seagrass",2,"basin",2.22504
"8103","2018-06-29 21","BTT40",24.558451,-81.86009796,0,"Night",-0.048103,"low","seagrass",2,"basin",2.22504
"8104","2018-06-29 22","BTT40",24.558451,-81.86009796,0,"Night",-0.060549,"low","seagrass",2,"basin",2.22504
"8105","2018-06-29 23","BTT40",24.558451,-81.86009796,0,"Night",-0.029476,"low","seagrass",2,"basin",2.22504
"8106","2018-06-30 00","BTT40",24.558451,-81.86009796,0,"Night",0.031738,"incoming","seagrass",2,"basin",2.22504
"8107","2018-06-30 01","BTT40",24.558451,-81.86009796,0,"Night",0.105812,"incoming","seagrass",2,"basin",2.22504
"8108","2018-06-30 02","BTT40",24.558451,-81.86009796,0,"Night",0.17709,"incoming","seagrass",2,"basin",2.22504
"8109","2018-06-30 03","BTT40",24.558451,-81.86009796,0,"Night",0.230721,"high","seagrass",2,"basin",2.22504
"8110","2018-06-30 04","BTT40",24.558451,-81.86009796,0,"Night",0.253483,"high","seagrass",2,"basin",2.22504
"8111","2018-06-30 05","BTT40",24.558451,-81.86009796,0,"Night",0.241766,"high","seagrass",2,"basin",2.22504
"8112","2018-06-30 06","BTT40",24.558451,-81.86009796,0,"Night",0.204499,"outgoing","seagrass",2,"basin",2.22504
"8113","2018-06-30 07","BTT40",24.558451,-81.86009796,0,"Day",0.156501,"outgoing","seagrass",2,"basin",2.22504
"8114","2018-06-30 08","BTT40",24.558451,-81.86009796,0,"Day",0.117586,"low","seagrass",2,"basin",2.22504
"8115","2018-06-30 09","BTT40",24.558451,-81.86009796,0,"Day",0.104618,"low","seagrass",2,"basin",2.22504
"8116","2018-06-30 10","BTT40",24.558451,-81.86009796,0,"Day",0.129158,"low","seagrass",2,"basin",2.22504
"8117","2018-06-30 11","BTT40",24.558451,-81.86009796,0,"Day",0.188167,"incoming","seagrass",2,"basin",2.22504
"8118","2018-06-30 12","BTT40",24.558451,-81.86009796,0,"Day",0.265397,"incoming","seagrass",2,"basin",2.22504
"8119","2018-06-30 13","BTT40",24.558451,-81.86009796,0,"Day",0.342464,"incoming","seagrass",2,"basin",2.22504
"8120","2018-06-30 14","BTT40",24.558451,-81.86009796,0,"Day",0.403045,"high","seagrass",2,"basin",2.22504
"8121","2018-06-30 15","BTT40",24.558451,-81.86009796,0,"Day",0.432871,"high","seagrass",2,"basin",2.22504
"8122","2018-06-30 16","BTT40",24.558451,-81.86009796,0,"Day",0.422067,"high","seagrass",2,"basin",2.22504
"8123","2018-06-30 17","BTT40",24.558451,-81.86009796,0,"Day",0.37004,"outgoing","seagrass",2,"basin",2.22504
"8124","2018-06-30 18","BTT40",24.558451,-81.86009796,0,"Day",0.281958,"outgoing","seagrass",2,"basin",2.22504
"8125","2018-06-30 19","BTT40",24.558451,-81.86009796,0,"Day",0.173938,"outgoing","seagrass",2,"basin",2.22504
"8126","2018-06-30 20","BTT40",24.558451,-81.86009796,0,"Day",0.069461,"outgoing","seagrass",2,"basin",2.22504
"8127","2018-06-30 21","BTT40",24.558451,-81.86009796,0,"Night",-0.008778,"low","seagrass",2,"basin",2.22504
"8128","2018-06-30 22","BTT40",24.558451,-81.86009796,0,"Night",-0.046881,"low","seagrass",2,"basin",2.22504
"8129","2018-06-30 23","BTT40",24.558451,-81.86009796,0,"Night",-0.041902,"low","seagrass",2,"basin",2.22504
"8130","2018-07-01 00","BTT40",24.558451,-81.86009796,0,"Night",0.001622,"incoming","seagrass",2,"basin",2.22504
"8131","2018-07-01 01","BTT40",24.558451,-81.86009796,0,"Night",0.06846,"incoming","seagrass",2,"basin",2.22504
"8132","2018-07-01 02","BTT40",24.558451,-81.86009796,0,"Night",0.142499,"incoming","seagrass",2,"basin",2.22504
"8133","2018-07-01 03","BTT40",24.558451,-81.86009796,0,"Night",0.208262,"incoming","seagrass",2,"basin",2.22504
"8134","2018-07-01 04","BTT40",24.558451,-81.86009796,0,"Night",0.250754,"high","seagrass",2,"basin",2.22504
"8135","2018-07-01 05","BTT40",24.558451,-81.86009796,0,"Night",0.259069,"high","seagrass",2,"basin",2.22504
"8136","2018-07-01 06","BTT40",24.558451,-81.86009796,0,"Night",0.236287,"high","seagrass",2,"basin",2.22504
"8137","2018-07-01 07","BTT40",24.558451,-81.86009796,0,"Day",0.193389,"outgoing","seagrass",2,"basin",2.22504
"8138","2018-07-01 08","BTT40",24.558451,-81.86009796,0,"Day",0.147483,"outgoing","seagrass",2,"basin",2.22504
"8139","2018-07-01 09","BTT40",24.558451,-81.86009796,0,"Day",0.117235,"low","seagrass",2,"basin",2.22504
"8140","2018-07-01 10","BTT40",24.558451,-81.86009796,0,"Day",0.116085,"low","seagrass",2,"basin",2.22504
"8141","2018-07-01 11","BTT40",24.558451,-81.86009796,0,"Day",0.151298,"low","seagrass",2,"basin",2.22504
"8142","2018-07-01 12","BTT40",24.558451,-81.86009796,0,"Day",0.21415,"incoming","seagrass",2,"basin",2.22504
"8143","2018-07-01 13","BTT40",24.558451,-81.86009796,0,"Day",0.288413,"incoming","seagrass",2,"basin",2.22504
"8144","2018-07-01 14","BTT40",24.558451,-81.86009796,0,"Day",0.357517,"incoming","seagrass",2,"basin",2.22504
"8145","2018-07-01 15","BTT40",24.558451,-81.86009796,0,"Day",0.406492,"high","seagrass",2,"basin",2.22504
"8146","2018-07-01 16","BTT40",24.558451,-81.86009796,0,"Day",0.421649,"high","seagrass",2,"basin",2.22504
"8147","2018-07-01 17","BTT40",24.558451,-81.86009796,0,"Day",0.396981,"high","seagrass",2,"basin",2.22504
"8148","2018-07-01 18","BTT40",24.558451,-81.86009796,0,"Day",0.33353,"outgoing","seagrass",2,"basin",2.22504
"8149","2018-07-01 19","BTT40",24.558451,-81.86009796,0,"Day",0.240581,"outgoing","seagrass",2,"basin",2.22504
"8150","2018-07-01 20","BTT40",24.558451,-81.86009796,0,"Day",0.137113,"outgoing","seagrass",2,"basin",2.22504
"8151","2018-07-01 21","BTT40",24.558451,-81.86009796,0,"Night",0.046163,"outgoing","seagrass",2,"basin",2.22504
"8152","2018-07-01 22","BTT40",24.558451,-81.86009796,0,"Night",-0.013593,"low","seagrass",2,"basin",2.22504
"8153","2018-07-01 23","BTT40",24.558451,-81.86009796,0,"Night",-0.033572,"low","seagrass",2,"basin",2.22504
"8154","2018-07-02 00","BTT40",24.558451,-81.86009796,0,"Night",-0.013223,"low","seagrass",2,"basin",2.22504
"8155","2018-07-02 01","BTT40",24.558451,-81.86009796,0,"Night",0.039013,"incoming","seagrass",2,"basin",2.22504
"8156","2018-07-02 02","BTT40",24.558451,-81.86009796,0,"Night",0.108112,"incoming","seagrass",2,"basin",2.22504
"8157","2018-07-02 03","BTT40",24.558451,-81.86009796,0,"Night",0.179056,"incoming","seagrass",2,"basin",2.22504
"8158","2018-07-02 04","BTT40",24.558451,-81.86009796,0,"Night",0.236598,"high","seagrass",2,"basin",2.22504
"8159","2018-07-02 05","BTT40",24.558451,-81.86009796,0,"Night",0.266594,"high","seagrass",2,"basin",2.22504
"8160","2018-07-02 06","BTT40",24.558451,-81.86009796,0,"Night",0.262372,"high","seagrass",2,"basin",2.22504
"8161","2018-07-02 07","BTT40",24.558451,-81.86009796,0,"Day",0.23125,"outgoing","seagrass",2,"basin",2.22504
"8162","2018-07-02 08","BTT40",24.558451,-81.86009796,0,"Day",0.185929,"outgoing","seagrass",2,"basin",2.22504
"8163","2018-07-02 09","BTT40",24.558451,-81.86009796,0,"Day",0.144212,"low","seagrass",2,"basin",2.22504
"8164","2018-07-02 10","BTT40",24.558451,-81.86009796,0,"Day",0.12237,"low","seagrass",2,"basin",2.22504
"8165","2018-07-02 11","BTT40",24.558451,-81.86009796,0,"Day",0.130725,"low","seagrass",2,"basin",2.22504
"8166","2018-07-02 12","BTT40",24.558451,-81.86009796,0,"Day",0.171633,"incoming","seagrass",2,"basin",2.22504
"8167","2018-07-02 13","BTT40",24.558451,-81.86009796,0,"Day",0.233641,"incoming","seagrass",2,"basin",2.22504
"8168","2018-07-02 14","BTT40",24.558451,-81.86009796,0,"Day",0.301601,"incoming","seagrass",2,"basin",2.22504
"8169","2018-07-02 15","BTT40",24.558451,-81.86009796,0,"Day",0.360826,"incoming","seagrass",2,"basin",2.22504
"8170","2018-07-02 16","BTT40",24.558451,-81.86009796,0,"Day",0.397496,"high","seagrass",2,"basin",2.22504
"8171","2018-07-02 17","BTT40",24.558451,-81.86009796,0,"Day",0.399611,"high","seagrass",2,"basin",2.22504
"8172","2018-07-02 18","BTT40",24.558451,-81.86009796,0,"Day",0.364455,"high","seagrass",2,"basin",2.22504
"8173","2018-07-02 19","BTT40",24.558451,-81.86009796,0,"Day",0.294968,"outgoing","seagrass",2,"basin",2.22504
"8174","2018-07-02 20","BTT40",24.558451,-81.86009796,0,"Day",0.203468,"outgoing","seagrass",2,"basin",2.22504
"8175","2018-07-02 21","BTT40",24.558451,-81.86009796,0,"Night",0.109909,"outgoing","seagrass",2,"basin",2.22504
"8176","2018-07-02 22","BTT40",24.558451,-81.86009796,0,"Night",0.035187,"outgoing","seagrass",2,"basin",2.22504
"8177","2018-07-02 23","BTT40",24.558451,-81.86009796,0,"Night",-0.006354,"low","seagrass",2,"basin",2.22504
"8178","2018-07-03 00","BTT40",24.558451,-81.86009796,0,"Night",-0.010145,"low","seagrass",2,"basin",2.22504
"8179","2018-07-03 01","BTT40",24.558451,-81.86009796,0,"Night",0.022474,"low","seagrass",2,"basin",2.22504
"8180","2018-07-03 02","BTT40",24.558451,-81.86009796,0,"Night",0.080142,"incoming","seagrass",2,"basin",2.22504
"8181","2018-07-03 03","BTT40",24.558451,-81.86009796,0,"Night",0.148829,"incoming","seagrass",2,"basin",2.22504
"8182","2018-07-03 04","BTT40",24.558451,-81.86009796,0,"Night",0.214295,"incoming","seagrass",2,"basin",2.22504
"8183","2018-07-03 05","BTT40",24.558451,-81.86009796,0,"Night",0.261975,"high","seagrass",2,"basin",2.22504
"8184","2018-07-03 06","BTT40",24.558451,-81.86009796,0,"Night",0.279476,"high","seagrass",2,"basin",2.22504
"8185","2018-07-03 07","BTT40",24.558451,-81.86009796,0,"Day",0.265295,"high","seagrass",2,"basin",2.22504
"8186","2018-07-03 08","BTT40",24.558451,-81.86009796,0,"Day",0.228261,"outgoing","seagrass",2,"basin",2.22504
"8187","2018-07-03 09","BTT40",24.558451,-81.86009796,0,"Day",0.182358,"outgoing","seagrass",2,"basin",2.22504
"8188","2018-07-03 10","BTT40",24.558451,-81.86009796,0,"Day",0.144667,"low","seagrass",2,"basin",2.22504
"8189","2018-07-03 11","BTT40",24.558451,-81.86009796,0,"Day",0.128739,"low","seagrass",2,"basin",2.22504
"8190","2018-07-03 12","BTT40",24.558451,-81.86009796,0,"Day",0.14228,"low","seagrass",2,"basin",2.22504
"8191","2018-07-03 13","BTT40",24.558451,-81.86009796,0,"Day",0.183917,"incoming","seagrass",2,"basin",2.22504
"8192","2018-07-03 14","BTT40",24.558451,-81.86009796,0,"Day",0.241657,"incoming","seagrass",2,"basin",2.22504
"8193","2018-07-03 15","BTT40",24.558451,-81.86009796,0,"Day",0.301726,"incoming","seagrass",2,"basin",2.22504
"8194","2018-07-03 16","BTT40",24.558451,-81.86009796,0,"Day",0.35097,"high","seagrass",2,"basin",2.22504
"8195","2018-07-03 17","BTT40",24.558451,-81.86009796,0,"Day",0.376654,"high","seagrass",2,"basin",2.22504
"8196","2018-07-03 18","BTT40",24.558451,-81.86009796,0,"Day",0.369375,"high","seagrass",2,"basin",2.22504
"8197","2018-07-03 19","BTT40",24.558451,-81.86009796,0,"Day",0.328559,"outgoing","seagrass",2,"basin",2.22504
"8198","2018-07-03 20","BTT40",24.558451,-81.86009796,0,"Day",0.258969,"outgoing","seagrass",2,"basin",2.22504
"8199","2018-07-03 21","BTT40",24.558451,-81.86009796,0,"Night",0.174399,"outgoing","seagrass",2,"basin",2.22504
"8200","2018-07-03 22","BTT40",24.558451,-81.86009796,0,"Night",0.09405,"outgoing","seagrass",2,"basin",2.22504
"8201","2018-07-03 23","BTT40",24.558451,-81.86009796,0,"Night",0.03587,"low","seagrass",2,"basin",2.22504
"8202","2018-07-04 00","BTT40",24.558451,-81.86009796,0,"Night",0.010482,"low","seagrass",2,"basin",2.22504
"8203","2018-07-04 01","BTT40",24.558451,-81.86009796,0,"Night",0.020593,"low","seagrass",2,"basin",2.22504
"8204","2018-07-04 02","BTT40",24.558451,-81.86009796,0,"Night",0.062256,"incoming","seagrass",2,"basin",2.22504
"8205","2018-07-04 03","BTT40",24.558451,-81.86009796,0,"Night",0.123028,"incoming","seagrass",2,"basin",2.22504
"8206","2018-07-04 04","BTT40",24.558451,-81.86009796,0,"Night",0.189485,"incoming","seagrass",2,"basin",2.22504
"8207","2018-07-04 05","BTT40",24.558451,-81.86009796,0,"Night",0.248021,"incoming","seagrass",2,"basin",2.22504
"8208","2018-07-04 06","BTT40",24.558451,-81.86009796,0,"Night",0.285243,"high","seagrass",2,"basin",2.22504
"8209","2018-07-04 07","BTT40",24.558451,-81.86009796,0,"Day",0.29153,"high","seagrass",2,"basin",2.22504
"8210","2018-07-04 08","BTT40",24.558451,-81.86009796,0,"Day",0.26938,"high","seagrass",2,"basin",2.22504
"8211","2018-07-04 09","BTT40",24.558451,-81.86009796,0,"Day",0.227714,"outgoing","seagrass",2,"basin",2.22504
"8212","2018-07-04 10","BTT40",24.558451,-81.86009796,0,"Day",0.180882,"outgoing","seagrass",2,"basin",2.22504
"8213","2018-07-04 11","BTT40",24.558451,-81.86009796,0,"Day",0.144704,"low","seagrass",2,"basin",2.22504
"8214","2018-07-04 12","BTT40",24.558451,-81.86009796,0,"Day",0.130577,"low","seagrass",2,"basin",2.22504
"8215","2018-07-04 13","BTT40",24.558451,-81.86009796,0,"Day",0.14425,"low","seagrass",2,"basin",2.22504
"8216","2018-07-04 14","BTT40",24.558451,-81.86009796,0,"Day",0.18293,"incoming","seagrass",2,"basin",2.22504
"8217","2018-07-04 15","BTT40",24.558451,-81.86009796,0,"Day",0.235027,"incoming","seagrass",2,"basin",2.22504
"8218","2018-07-04 16","BTT40",24.558451,-81.86009796,0,"Day",0.287753,"incoming","seagrass",2,"basin",2.22504
"8219","2018-07-04 17","BTT40",24.558451,-81.86009796,0,"Day",0.3289,"high","seagrass",2,"basin",2.22504
"8220","2018-07-04 18","BTT40",24.558451,-81.86009796,0,"Day",0.347006,"high","seagrass",2,"basin",2.22504
"8221","2018-07-04 19","BTT40",24.558451,-81.86009796,0,"Day",0.335243,"high","seagrass",2,"basin",2.22504
"8222","2018-07-04 20","BTT40",24.558451,-81.86009796,0,"Day",0.29428,"outgoing","seagrass",2,"basin",2.22504
"8223","2018-07-04 21","BTT40",24.558451,-81.86009796,0,"Night",0.229941,"outgoing","seagrass",2,"basin",2.22504
"8224","2018-07-04 22","BTT40",24.558451,-81.86009796,0,"Night",0.155819,"outgoing","seagrass",2,"basin",2.22504
"8225","2018-07-04 23","BTT40",24.558451,-81.86009796,0,"Night",0.089336,"outgoing","seagrass",2,"basin",2.22504
"8226","2018-07-05 00","BTT40",24.558451,-81.86009796,0,"Night",0.045855,"low","seagrass",2,"basin",2.22504
"8227","2018-07-05 01","BTT40",24.558451,-81.86009796,0,"Night",0.033592,"low","seagrass",2,"basin",2.22504
"8228","2018-07-05 02","BTT40",24.558451,-81.86009796,0,"Night",0.055132,"low","seagrass",2,"basin",2.22504
"8229","2018-07-05 03","BTT40",24.558451,-81.86009796,0,"Night",0.103633,"incoming","seagrass",2,"basin",2.22504
"8230","2018-07-05 04","BTT40",24.558451,-81.86009796,0,"Night",0.166215,"incoming","seagrass",2,"basin",2.22504
"8231","2018-07-05 05","BTT40",24.558451,-81.86009796,0,"Night",0.229512,"incoming","seagrass",2,"basin",2.22504
"8232","2018-07-05 06","BTT40",24.558451,-81.86009796,0,"Night",0.280626,"high","seagrass",2,"basin",2.22504
"8233","2018-07-05 07","BTT40",24.558451,-81.86009796,0,"Day",0.307838,"high","seagrass",2,"basin",2.22504
"8234","2018-07-05 08","BTT40",24.558451,-81.86009796,0,"Day",0.304711,"high","seagrass",2,"basin",2.22504
"8235","2018-07-05 09","BTT40",24.558451,-81.86009796,0,"Day",0.275414,"outgoing","seagrass",2,"basin",2.22504
"8236","2018-07-05 10","BTT40",24.558451,-81.86009796,0,"Day",0.228603,"outgoing","seagrass",2,"basin",2.22504
"8237","2018-07-05 11","BTT40",24.558451,-81.86009796,0,"Day",0.17824,"outgoing","seagrass",2,"basin",2.22504
"8238","2018-07-05 12","BTT40",24.558451,-81.86009796,0,"Day",0.139248,"low","seagrass",2,"basin",2.22504
"8239","2018-07-05 13","BTT40",24.558451,-81.86009796,0,"Day",0.122235,"low","seagrass",2,"basin",2.22504
"8240","2018-07-05 14","BTT40",24.558451,-81.86009796,0,"Day",0.131921,"low","seagrass",2,"basin",2.22504
"8241","2018-07-05 15","BTT40",24.558451,-81.86009796,0,"Day",0.166033,"incoming","seagrass",2,"basin",2.22504
"8242","2018-07-05 16","BTT40",24.558451,-81.86009796,0,"Day",0.213306,"incoming","seagrass",2,"basin",2.22504
"8243","2018-07-05 17","BTT40",24.558451,-81.86009796,0,"Day",0.261147,"incoming","seagrass",2,"basin",2.22504
"8244","2018-07-05 18","BTT40",24.558451,-81.86009796,0,"Day",0.297895,"high","seagrass",2,"basin",2.22504
"8245","2018-07-05 19","BTT40",24.558451,-81.86009796,0,"Day",0.313387,"high","seagrass",2,"basin",2.22504
"8246","2018-07-05 20","BTT40",24.558451,-81.86009796,0,"Day",0.302433,"high","seagrass",2,"basin",2.22504
"8247","2018-07-05 21","BTT40",24.558451,-81.86009796,0,"Night",0.266328,"outgoing","seagrass",2,"basin",2.22504
"8248","2018-07-05 22","BTT40",24.558451,-81.86009796,0,"Night",0.210737,"outgoing","seagrass",2,"basin",2.22504
"8249","2018-07-05 23","BTT40",24.558451,-81.86009796,0,"Night",0.147895,"outgoing","seagrass",2,"basin",2.22504
"8250","2018-07-06 00","BTT40",24.558451,-81.86009796,0,"Night",0.093526,"outgoing","seagrass",2,"basin",2.22504
"8251","2018-07-06 01","BTT40",24.558451,-81.86009796,0,"Night",0.061461,"low","seagrass",2,"basin",2.22504
"8252","2018-07-06 02","BTT40",24.558451,-81.86009796,0,"Night",0.059555,"low","seagrass",2,"basin",2.22504
"8253","2018-07-06 03","BTT40",24.558451,-81.86009796,0,"Night",0.090321,"low","seagrass",2,"basin",2.22504
"8254","2018-07-06 04","BTT40",24.558451,-81.86009796,0,"Night",0.144699,"incoming","seagrass",2,"basin",2.22504
"8255","2018-07-06 05","BTT40",24.558451,-81.86009796,0,"Night",0.208847,"incoming","seagrass",2,"basin",2.22504
"8256","2018-07-06 06","BTT40",24.558451,-81.86009796,0,"Night",0.269016,"incoming","seagrass",2,"basin",2.22504
"8257","2018-07-06 07","BTT40",24.558451,-81.86009796,0,"Day",0.313179,"high","seagrass",2,"basin",2.22504
"8258","2018-07-06 08","BTT40",24.558451,-81.86009796,0,"Day",0.331479,"high","seagrass",2,"basin",2.22504
"8259","2018-07-06 09","BTT40",24.558451,-81.86009796,0,"Day",0.320295,"high","seagrass",2,"basin",2.22504
"8260","2018-07-06 10","BTT40",24.558451,-81.86009796,0,"Day",0.283468,"outgoing","seagrass",2,"basin",2.22504
"8261","2018-07-06 11","BTT40",24.558451,-81.86009796,0,"Day",0.229082,"outgoing","seagrass",2,"basin",2.22504
"8262","2018-07-06 12","BTT40",24.558451,-81.86009796,0,"Day",0.170832,"outgoing","seagrass",2,"basin",2.22504
"8263","2018-07-06 13","BTT40",24.558451,-81.86009796,0,"Day",0.124004,"low","seagrass",2,"basin",2.22504
"8264","2018-07-06 14","BTT40",24.558451,-81.86009796,0,"Day",0.100037,"low","seagrass",2,"basin",2.22504
"8265","2018-07-06 15","BTT40",24.558451,-81.86009796,0,"Day",0.103804,"low","seagrass",2,"basin",2.22504
"8266","2018-07-06 16","BTT40",24.558451,-81.86009796,0,"Day",0.133952,"incoming","seagrass",2,"basin",2.22504
"8267","2018-07-06 17","BTT40",24.558451,-81.86009796,0,"Day",0.178995,"incoming","seagrass",2,"basin",2.22504
"8268","2018-07-06 18","BTT40",24.558451,-81.86009796,0,"Day",0.225694,"incoming","seagrass",2,"basin",2.22504
"8269","2018-07-06 19","BTT40",24.558451,-81.86009796,0,"Day",0.262735,"high","seagrass",2,"basin",2.22504
"8270","2018-07-06 20","BTT40",24.558451,-81.86009796,0,"Day",0.281115,"high","seagrass",2,"basin",2.22504
"8271","2018-07-06 21","BTT40",24.558451,-81.86009796,0,"Night",0.275692,"high","seagrass",2,"basin",2.22504
"8272","2018-07-06 22","BTT40",24.558451,-81.86009796,0,"Night",0.247745,"outgoing","seagrass",2,"basin",2.22504
"8273","2018-07-06 23","BTT40",24.558451,-81.86009796,0,"Night",0.201731,"outgoing","seagrass",2,"basin",2.22504
"8274","2018-07-07 00","BTT40",24.558451,-81.86009796,0,"Night",0.148386,"outgoing","seagrass",2,"basin",2.22504
"8275","2018-07-07 01","BTT40",24.558451,-81.86009796,0,"Night",0.102583,"low","seagrass",2,"basin",2.22504
"8276","2018-07-07 02","BTT40",24.558451,-81.86009796,0,"Night",0.078309,"low","seagrass",2,"basin",2.22504
"8277","2018-07-07 03","BTT40",24.558451,-81.86009796,0,"Night",0.084621,"low","seagrass",2,"basin",2.22504
"8278","2018-07-07 04","BTT40",24.558451,-81.86009796,0,"Night",0.123678,"incoming","seagrass",2,"basin",2.22504
"8279","2018-07-07 05","BTT40",24.558451,-81.86009796,0,"Night",0.184209,"incoming","seagrass",2,"basin",2.22504
"8280","2018-07-07 06","BTT40",24.558451,-81.86009796,0,"Night",0.250536,"incoming","seagrass",2,"basin",2.22504
"8281","2018-07-07 07","BTT40",24.558451,-81.86009796,0,"Day",0.308456,"incoming","seagrass",2,"basin",2.22504
"8282","2018-07-07 08","BTT40",24.558451,-81.86009796,0,"Day",0.346952,"high","seagrass",2,"basin",2.22504
"8283","2018-07-07 09","BTT40",24.558451,-81.86009796,0,"Day",0.357791,"high","seagrass",2,"basin",2.22504
"8284","2018-07-07 10","BTT40",24.558451,-81.86009796,0,"Day",0.339034,"high","seagrass",2,"basin",2.22504
"8285","2018-07-07 11","BTT40",24.558451,-81.86009796,0,"Day",0.29294,"outgoing","seagrass",2,"basin",2.22504
"8286","2018-07-07 12","BTT40",24.558451,-81.86009796,0,"Day",0.227151,"outgoing","seagrass",2,"basin",2.22504
"8287","2018-07-07 13","BTT40",24.558451,-81.86009796,0,"Day",0.156092,"outgoing","seagrass",2,"basin",2.22504
"8288","2018-07-07 14","BTT40",24.558451,-81.86009796,0,"Day",0.097035,"outgoing","seagrass",2,"basin",2.22504
"8289","2018-07-07 15","BTT40",24.558451,-81.86009796,0,"Day",0.063784,"low","seagrass",2,"basin",2.22504
"8290","2018-07-07 16","BTT40",24.558451,-81.86009796,0,"Day",0.062106,"low","seagrass",2,"basin",2.22504
"8291","2018-07-07 17","BTT40",24.558451,-81.86009796,0,"Day",0.090731,"low","seagrass",2,"basin",2.22504
"8292","2018-07-07 18","BTT40",24.558451,-81.86009796,0,"Day",0.137073,"incoming","seagrass",2,"basin",2.22504
"8293","2018-07-07 19","BTT40",24.558451,-81.86009796,0,"Day",0.186762,"incoming","seagrass",2,"basin",2.22504
"8294","2018-07-07 20","BTT40",24.558451,-81.86009796,0,"Day",0.228674,"incoming","seagrass",2,"basin",2.22504
"8295","2018-07-07 21","BTT40",24.558451,-81.86009796,0,"Night",0.254624,"high","seagrass",2,"basin",2.22504
"8296","2018-07-07 22","BTT40",24.558451,-81.86009796,0,"Night",0.258188,"high","seagrass",2,"basin",2.22504
"8297","2018-07-07 23","BTT40",24.558451,-81.86009796,0,"Night",0.239039,"high","seagrass",2,"basin",2.22504
"8298","2018-07-08 00","BTT40",24.558451,-81.86009796,0,"Night",0.200639,"outgoing","seagrass",2,"basin",2.22504
"8299","2018-07-08 01","BTT40",24.558451,-81.86009796,0,"Night",0.152943,"outgoing","seagrass",2,"basin",2.22504
"8300","2018-07-08 02","BTT40",24.558451,-81.86009796,0,"Night",0.111581,"low","seagrass",2,"basin",2.22504
"8301","2018-07-08 03","BTT40",24.558451,-81.86009796,0,"Night",0.092144,"low","seagrass",2,"basin",2.22504
"8302","2018-07-08 04","BTT40",24.558451,-81.86009796,0,"Night",0.105777,"low","seagrass",2,"basin",2.22504
"8303","2018-07-08 05","BTT40",24.558451,-81.86009796,0,"Night",0.153598,"incoming","seagrass",2,"basin",2.22504
"8304","2018-07-08 06","BTT40",24.558451,-81.86009796,0,"Night",0.221378,"incoming","seagrass",2,"basin",2.22504
"8305","2018-07-08 07","BTT40",24.558451,-81.86009796,0,"Day",0.291194,"incoming","seagrass",2,"basin",2.22504
"8306","2018-07-08 08","BTT40",24.558451,-81.86009796,0,"Day",0.348404,"incoming","seagrass",2,"basin",2.22504
"8307","2018-07-08 09","BTT40",24.558451,-81.86009796,0,"Day",0.383055,"high","seagrass",2,"basin",2.22504
"8308","2018-07-08 10","BTT40",24.558451,-81.86009796,0,"Day",0.387821,"high","seagrass",2,"basin",2.22504
"8309","2018-07-08 11","BTT40",24.558451,-81.86009796,0,"Day",0.360848,"high","seagrass",2,"basin",2.22504
"8310","2018-07-08 12","BTT40",24.558451,-81.86009796,0,"Day",0.302742,"outgoing","seagrass",2,"basin",2.22504
"8311","2018-07-08 13","BTT40",24.558451,-81.86009796,0,"Day",0.221343,"outgoing","seagrass",2,"basin",2.22504
"8312","2018-07-08 14","BTT40",24.558451,-81.86009796,0,"Day",0.133315,"outgoing","seagrass",2,"basin",2.22504
"8313","2018-07-08 15","BTT40",24.558451,-81.86009796,0,"Day",0.05959,"outgoing","seagrass",2,"basin",2.22504
"8314","2018-07-08 16","BTT40",24.558451,-81.86009796,0,"Day",0.017056,"low","seagrass",2,"basin",2.22504
"8315","2018-07-08 17","BTT40",24.558451,-81.86009796,0,"Day",0.012235,"low","seagrass",2,"basin",2.22504
"8316","2018-07-08 18","BTT40",24.558451,-81.86009796,0,"Day",0.042814,"low","seagrass",2,"basin",2.22504
"8317","2018-07-08 19","BTT40",24.558451,-81.86009796,0,"Day",0.094075,"incoming","seagrass",2,"basin",2.22504
"8318","2018-07-08 20","BTT40",24.558451,-81.86009796,0,"Day",0.150317,"incoming","seagrass",2,"basin",2.22504
"8319","2018-07-08 21","BTT40",24.558451,-81.86009796,0,"Night",0.200637,"incoming","seagrass",2,"basin",2.22504
"8320","2018-07-08 22","BTT40",24.558451,-81.86009796,0,"Night",0.236876,"high","seagrass",2,"basin",2.22504
"8321","2018-07-08 23","BTT40",24.558451,-81.86009796,0,"Night",0.250649,"high","seagrass",2,"basin",2.22504
"8322","2018-07-09 00","BTT40",24.558451,-81.86009796,0,"Night",0.238184,"high","seagrass",2,"basin",2.22504
"8323","2018-07-09 01","BTT40",24.558451,-81.86009796,0,"Night",0.203216,"outgoing","seagrass",2,"basin",2.22504
"8324","2018-07-09 02","BTT40",24.558451,-81.86009796,0,"Night",0.156481,"outgoing","seagrass",2,"basin",2.22504
"8325","2018-07-09 03","BTT40",24.558451,-81.86009796,0,"Night",0.116019,"low","seagrass",2,"basin",2.22504
"8326","2018-07-09 04","BTT40",24.558451,-81.86009796,0,"Night",0.099856,"low","seagrass",2,"basin",2.22504
